S7_T,S7_H,S7_P,S8_T,S8_H,S8_P,S9_T,S9_H,S9_P,S4_T,S4_H,S4_P
0.868474707,-0.745672581,0.821883936,-0.522412777,0.954523136,1.428590714,1.327823927,-1.073112739,0.821883936,1.783854341,-0.937180173,0.821883936
0.742927938,-0.846992977,0.733031619,-0.531117184,0.954584,1.298718831,0.68060449,0.036133882,0.733031619,1.107714702,-0.263609537,0.733031619
-0.040589073,0.835039447,0.621966222,-0.656539772,0.954462273,1.168846948,0.363958525,0.036133882,0.621966222,0.773352849,-0.368513162,0.621966222
-0.191113734,1.001313681,0.510900825,-0.713514071,0.954157955,1.013000688,-0.092781774,0.03519011,0.510900825,0.518309237,-0.061605037,0.510900825
-0.249614585,1.000807711,0.377622349,-0.741209911,0.954218818,0.779231299,0.107118913,0.03519011,0.377622349,0.445762065,0.061538347,0.377622349
-0.440892647,1.000934204,0.310983111,-0.717866275,0.954584,0.649359416,-0.116130829,0.0355047,0.310983111,0.333233341,0.381150948,0.310983111
-0.384692392,1.000744465,0.266556952,-0.746749079,0.954401409,0.519487533,0.037071746,0.035609564,0.266556952,0.072708387,0.529136417,0.266556952
-0.31698916,1.001376927,0.288770032,-0.842497553,0.953914501,0.519487533,-0.12104642,0.035819291,0.288770032,0.232312165,0.529603248,0.288770032
-0.27886501,1.001313681,0.377622349,-1.421340604,0.953366729,0.571436286,0.015361221,0.0355047,0.377622349,0.027245493,0.529303143,0.377622349
2.303717488,-1.871834241,0.755244698,0.173939765,0.490864573,0.701308169,2.39614563,-3.368261236,0.755244698,2.596382662,-1.329651776,0.755244698
1.380850135,-1.354859883,0.888523174,-0.139418879,0.949775779,0.727282546,1.880827876,-2.362724665,0.888523174,2.024066086,-1.039883022,0.888523174
1.18990073,-1.456306772,0.932949333,-0.398572808,0.954949181,0.701308169,0.624894462,-0.896103069,0.932949333,1.322776761,-0.578687207,0.932949333
0.959841205,-0.686600639,1.02180165,-0.461877584,0.954705727,0.753256922,1.07344211,-0.705566,1.02180165,1.178649714,-0.390821021,1.02180165
0.599962376,-0.591225385,1.332784761,-0.643483162,0.954279682,1.013000688,0.594991286,0.036238745,1.332784761,0.983255998,-0.341536992,1.332784761
0.241069517,0.256906024,1.688194031,-0.679883409,0.954523136,1.324693208,0.414343329,0.0355047,1.688194031,0.983255998,-0.348272698,1.688194031
0.152660928,0.720310858,2.08802946,-0.711931452,0.954584,1.558462598,0.447933199,0.035819291,2.08802946,0.505734394,-0.117124597,2.08802946
0.111250213,1.001503419,2.843274158,-0.751892592,0.954218818,2.026001377,0.458583645,0.035819291,2.843274158,0.421902107,0.120659175,2.843274158
-0.133927509,1.001313681,3.887288887,-0.804910342,0.954523136,3.013027689,0.210346317,0.035924155,3.887288887,0.417065628,-0.036262776,3.887288887
-0.16449256,1.00099745,4.353763554,-0.87968911,0.954340545,4.000054,0.190274322,0.035819291,4.353763554,0.356448436,0.016789248,4.353763554
-0.201959397,1.000934204,3.731797332,-0.873754287,0.954279682,4.15590026,0.133745029,0.035399837,3.731797332,0.3570933,0.337668962,3.731797332
-0.192099703,1.001060696,2.732208761,-0.98651592,0.954097091,3.766284611,0.106709281,0.035819291,2.732208761,0.16782579,0.529236452,2.732208761
1.233283383,-1.333988641,4.953516697,0.046143247,0.687940764,2.31171952,1.922610396,-2.512155222,4.953516697,2.021486631,-1.106739909,4.953516697
1.316433468,-1.489574268,0.5,-0.209449788,0.955070908,2.701335169,2.090559744,-3.33942376,5.975318347,1.188000238,-0.370847318,5.975318347
0.983833126,-1.560346755,0.6,-0.365733455,0.955070908,2.805232676,1.224596523,-0.045869414,0.6,1.277636299,-0.347305691,0.6
0.694286781,-1.347207094,0.7,-0.7036227,0.954279682,3.013027689,0.714194359,0.036029018,0.7,0.9903495,-0.182747716,0.7
0.562166882,-1.558196384,0.7,-0.766136167,0.954279682,3.272771455,0.608099528,-0.387305129,0.7,0.681782197,0.076843739,0.8
0.043218325,-0.538541308,0.8,-0.971085381,0.954157955,3.428617715,0.298826949,0.035714428,0.7,0.175564155,0.529369833,0.8
-0.16547853,1.000934204,0.8,-1.002342114,0.954218818,3.324720208,-0.229599047,0.035294973,0.7,0.199746546,0.529303143,0.8
-0.27327785,1.001250435,0.8,-1.01421176,0.954157955,3.168873948,0.038300644,0.035714428,0.7,0.228765414,0.529303143,0.8
-0.334079296,1.001250435,0.8,-1.016981344,0.954157955,3.090950818,-0.199286238,0.035399837,0.7,0.102049688,0.529269797,0.8
-0.351169432,0.939522153,0.8,-1.117477676,0.953610183,3.116925195,-0.653978374,0.033826884,0.7,0.062068136,0.529369833,0.8
-0.547048685,0.445442917,0.8,-1.263869972,0.95373191,3.298745831,-0.692074201,0.033931747,0.7,-0.036273586,-2.799302874,0.8
-0.562495539,0.483390631,0.6,-1.16179102,0.954097091,2.753283922,-0.79284381,0.033617157,0.6,-0.137517194,-2.799302874,0.6
1.459399031,-0.90770932,0.133278476,0.314001583,-0.145098716,0.025974377,0.68388155,-1.653532483,0.133278476,1.546866913,-1.008872097,0.133278476
0.940450473,-1.172268133,0.177704635,0.181061552,0.184903481,0.025974377,0.637183439,-0.475285647,0.177704635,0.217480299,0.1347308,0.177704635
0.362015096,-1.147602118,0.222130794,-0.920837214,0.954401409,0.025974377,0.958744995,-1.670100924,0.222130794,0.178466042,0.529503213,0.222130794
0.508595879,-1.165374298,0.222130794,-0.922419834,0.954462273,0.025974377,0.154636289,0.035819291,0.222130794,0.196844659,0.050634505,0.222130794
-0.156933462,0.808792278,0.266556952,-1.069207784,0.892137992,0.051948753,0.187816526,0.035819291,0.266556952,0.148157446,0.276614119,0.266556952
-0.390608208,0.728849094,0.33319619,-1.079099156,0.954036228,0.103897507,-0.103841853,0.035399837,0.33319619,0.097535642,0.363744816,0.33319619
-0.339995112,0.502237995,0.377622349,-1.365948924,0.728049847,0.15584626,-0.171021592,0.035294973,0.377622349,0.163634176,0.219560686,0.377622349
-0.440563991,1.000934204,0.35540927,-1.426484117,0.953366729,0.207795013,-0.220177498,0.035294973,0.35540927,-0.128489102,0.529136417,0.35540927
-0.573012546,1.000870958,0.288770032,-1.67535102,0.800964386,0.181820636,-0.301694377,0.03519011,0.288770032,-0.331943614,-2.799302874,0.288770032
-0.508595879,1.001060696,0.222130794,-1.746964548,0.452703124,0.181820636,-0.341838367,0.03519011,0.222130794,-0.244887008,0.528969692,0.222130794
-0.54474809,1.000870958,0.177704635,-1.802356228,0.380336356,0.15584626,-0.276706791,0.034875519,0.177704635,-0.325817408,0.529103072,0.177704635
-0.731424962,1.000238496,0.111065397,-2.030253423,0.554040943,0.15584626,-0.311115925,0.034875519,0.111065397,-0.303569609,0.529169762,0.111065397
0.536860335,-0.700957524,0,0.42874149,0.601879697,0.07792313,1.233198806,-0.868838546,0,1.877682016,-1.053087674,0
0.264404126,-0.181010596,0.022213079,-0.451590558,0.954705727,0.051948753,1.702637714,-1.976197623,0.022213079,2.186571751,-1.201206524,0.022213079
0.08923023,0.430580062,0.022213079,-0.328146244,0.955496953,0,1.477339809,-2.839644085,0.022213079,2.131758332,-1.307610677,0.022213079
0.416243412,-0.199415237,0.066639238,-0.438138293,0.954827454,0,1.017732083,-1.812925077,0.066639238,1.820289142,-1.137217313,0.066639238
0.326520197,-0.379034417,0.133278476,-0.520434503,0.954523136,0.025974377,0.248032512,-0.043457552,0.133278476,1.127383046,-0.832743379,0.133278476
-0.46948576,0.643719722,0.222130794,-0.955654841,0.954157955,0.07792313,-0.133335397,0.0355047,0.222130794,0.364509233,-0.403358772,0.222130794
-0.770206424,0.859072999,0.310983111,-0.613017738,0.541685641,0.129871883,-0.351259916,0.034665792,0.310983111,0.142353672,-0.200087158,0.310983111
-0.549677937,0.510965969,0.35540927,-0.86584119,0.954644863,0.103897507,-0.356175506,0.035294973,0.35540927,0.071096228,-0.161273484,0.35540927
-0.567425386,0.623860419,0.33319619,-0.799371174,0.826831397,0.07792313,-0.319718209,0.035085246,0.33319619,-0.075287842,-0.029326999,0.33319619
-0.565453447,0.751744215,0.310983111,-0.969107106,0.954218818,0.07792313,-0.474149682,0.034665792,0.310983111,-0.115591827,-0.062205249,0.310983111
-0.695930064,1.000554727,0.244343873,-0.835375766,0.860123762,0.07792313,-0.699447587,0.034560928,0.244343873,-0.220704617,0.032961613,0.244343873
-0.847440694,1.000238496,0.155491555,-0.961194009,0.954401409,0.07792313,-0.694531997,0.034141474,0.155491555,-0.411261855,0.354741644,0.155491555
1.123183467,-1.087012268,0.222130794,1.29206038,-0.796338756,0.337666896,1.071393947,-1.66999606,0.222130794,2.039865248,-1.10910741,0.222130794
0.955240014,-1.044700567,0.288770032,1.234690427,-0.725371851,0.415590026,0.774410345,-1.761227348,0.288770032,1.97312185,-1.071460814,0.288770032
0.760675387,-1.070315274,0.310983111,0.579090335,-0.712894822,0.415590026,0.647833885,-0.666242169,0.310983111,1.492375927,-0.956320249,0.310983111
0.552307189,-0.725054323,0.310983111,-0.32616797,0.177173809,0.337666896,0.317260414,0.036343609,0.310983111,1.423053074,-0.899666957,0.310983111
0.3876503,-0.807400862,0.266556952,-0.200349726,0.491534072,0.259743766,0.216081173,0.035819291,0.266556952,0.916835032,-0.665551143,0.266556952
0.046833546,-0.08399094,0.222130794,-0.754662176,0.954340545,0.181820636,-0.214852275,0.035399837,0.222130794,0.645992259,-0.624203243,0.222130794
-0.444507868,0.668006259,0.155491555,-0.820340882,0.954279682,0.07792313,-0.210755949,-0.175900214,0.155491555,0.048203565,0.32663174,0.155491555
-0.610808039,1.000554727,0.111065397,-0.990076814,0.954462273,0.051948753,-0.276706791,0.035085246,0.111065397,-0.003063103,-0.013988261,0.111065397
-0.617381169,0.98505941,0.088852317,-0.93270686,-0.056116198,0.025974377,-0.491763882,0.034875519,0.088852317,-0.113012372,0.208823569,0.088852317
-0.677853958,1.00049148,0.066639238,-0.858323747,-0.11795357,0.051948753,-0.517980366,0.034980383,0.066639238,-0.261975897,0.527202402,0.066639238
-0.762647326,1.000428234,0.066639238,-1.180782453,0.679845912,0.07792313,-0.44178871,0.034980383,0.066639238,-0.415131037,0.528903002,0.066639238
-1.003552514,1.000175249,0.088852317,-1.134490835,0.829387667,0.129871883,-0.654388006,0.034980383,0.088852317,-0.471879047,0.528769621,0.088852317
1.019328025,-1.010990348,2.443438729,0.544272708,-0.444973452,0.545461909,1.268017574,-1.846900867,2.443438729,1.686802347,-1.046618728,2.443438729
0.567754042,-0.677809419,2.42122565,0.441006791,-0.622268988,0.519487533,0.96284132,-0.896627386,2.42122565,1.191869421,-0.611398732,2.42122565
0.912514674,-0.99783514,2.021390221,1.559523061,-1.257988822,0.389615649,1.070984315,-1.55831638,2.021390221,1.908957907,-1.058756338,2.021390221
0.987448348,-1.020287538,1.532702476,0.760695912,-0.046499756,0.23376939,0.614653649,-0.653343953,1.532702476,1.769667338,-1.128247487,1.532702476
0.654848005,-1.170623732,1.399423999,-0.304011298,0.863653848,0.207795013,0.756386513,-0.179465575,1.399423999,1.25022959,-0.864888037,1.399423999
0.182568666,-0.168551096,1.466063238,-0.67513555,0.954705727,0.207795013,-0.228370149,0.035399837,1.466063238,0.53443083,-0.441372164,1.466063238
-0.469157103,0.469413223,1.554915555,-0.930332931,0.334323509,0.15584626,-0.248442145,-0.032971197,1.554915555,0.196844659,-0.194218424,1.554915555
-0.244684738,0.197138374,1.643767872,-1.147547445,0.2660346,0.15584626,-0.461451073,0.034980383,1.643767872,-0.034661426,0.090515222,1.643767872
-0.40342581,0.667626782,2.265734094,-0.895119649,-0.021667426,0.285718143,-0.517161101,0.034560928,2.265734094,-0.28486856,0.528769621,2.265734094
-0.719921985,1.000554727,3.554092697,-0.807679926,-0.196954465,0.675333792,-1.310209727,0.033617157,3.554092697,-0.282611537,0.529003037,3.554092697
-0.665036356,1.000807711,3.4430273,-1.172473701,0.204562409,0.701308169,-0.69985722,0.034665792,3.4430273,-0.434154518,0.528869656,3.4430273
-0.89148066,1.000301742,2.75442184,-1.314513793,0.387213938,0.623385039,-1.562953013,0.032568521,2.75442184,-0.664048444,0.528836311,2.75442184
1.668095885,-1.520691394,0.8,1.801268177,-1.215140879,0.6,1.48389393,-2.035130938,0.8,2.069206549,-1.245222031,0.6
1.311174965,-1.089036146,0.9,1.055063123,-0.152645796,0.5,1.556398892,-1.977560849,0.9,2.302969657,-1.301108386,0.6
0.889180065,-1.224952209,0.9,0.391945589,0.049908115,5.194875325,0.749832392,-1.538392306,0.12,1.957967552,-1.221313608,0.6
0.709404979,-1.377312281,0.9,0.729439179,-0.992623722,4.857208429,0.863300609,-1.567124919,0.12,1.635535679,-1.115909807,0.8
-0.199987459,0.559159566,0.9,-0.192040974,0.955679544,4.38966965,0.542967951,-0.659426039,0.12,1.240879065,-0.972559304,0.9
-0.20261671,0.36885178,0.8,-0.017161529,0.169078956,4.259797767,-0.01044563,0.035399837,0.9,0.767549075,-0.622369263,0.9
-0.116508717,0.460938233,0.8,-0.278689387,-0.477231136,4.31174652,-0.221406396,0.035294973,0.9,0.447374225,-0.258140944,0.9
-0.227923258,0.893668665,0.8,-0.300450404,-0.373702229,4.805259676,-0.207069256,0.0355047,0.9,0.195554931,-0.103219698,0.9
-0.440563991,1.000870958,0.8,-0.478495088,-0.209188039,5.039029065,-0.147262903,0.03519011,0.9,0.124619919,-0.052935316,0.1
-0.496764246,1.000744465,0.8,-0.827858324,0.22872524,5.246824078,-0.308248498,0.0355047,0.9,0.018862265,0.044332285,0.1
-0.473758294,1.001060696,0.8,-0.619348216,0.057029151,5.376695962,-0.323404902,0.034560928,0.9,-0.134292875,0.225529455,0.1
-0.55592241,1.000681219,0.9,-0.827858324,0.363781469,4.909157182,-0.410656636,0.034770656,0.9,-0.292929357,0.529136417,0.8
1.51428466,-1.336581734,-0.066639238,2.31918038,-1.639603313,-0.07792313,1.515845269,-0.312537419,-0.066639238,2.310063158,-1.147821049,-0.066639238
1.401884149,-1.799860076,-0.044426159,1.320151875,-1.41288657,-0.051948753,1.571145664,-0.148321101,-0.044426159,2.57026568,-1.389406161,-0.044426159
2.261978117,-2.128171049,-0.022213079,2.001469533,-1.295359045,-0.025974377,1.403605949,-1.833058879,-0.022213079,2.451288319,-1.366998266,-0.022213079
1.125484063,-1.500895336,-0.022213079,0.726669595,0.313751627,-0.025974377,1.653481808,-2.218012967,-0.022213079,2.361329826,-1.320848674,-0.022213079
0.837909656,-1.653318654,0,-0.345950712,0.955192635,0,0.997660087,-0.937104716,0,1.654881591,-1.042917424,0
0.477702171,-0.924216575,-0.022213079,-0.620535181,0.954401409,-0.025974377,-0.289815033,0.035609564,-0.022213079,0.987447613,-0.717302709,-0.022213079
-0.189141795,-0.258550425,-0.022213079,-1.400766551,0.953610183,-0.025974377,-0.758025043,0.034141474,-0.022213079,0.647604418,-0.406726625,-0.022213079
0.067210247,-0.640810398,-0.044426159,-0.907780604,0.215030941,-0.025974377,-0.397548394,-0.616431984,-0.044426159,0.447696656,-0.33883604,-0.044426159
-0.107306336,-0.274425219,-0.066639238,-0.897097923,0.260982925,-0.025974377,-0.762940633,0.034770656,-0.066639238,0.224251368,-0.165274894,-0.066639238
-0.329149449,0.4573332,-0.088852317,-1.066833855,0.209918402,-0.051948753,-0.468824459,0.035399837,-0.088852317,0.061423272,-0.062572044,-0.088852317
-0.51122513,1.00099745,-0.133278476,-1.289587538,0.578690683,-0.07792313,-0.549931705,0.034875519,-0.133278476,-0.1436434,0.529103072,-0.133278476
-0.619353107,1.000744465,-0.133278476,-1.114708092,0.953245001,-0.103897507,-0.538871626,0.034770656,-0.133278476,-0.32098093,0.528869656,-0.133278476
0.523714076,-0.12301384,-0.022213079,1.898599271,-1.596268462,-0.025974377,0.64209903,0.036763063,-0.022213079,1.462389763,-0.622202538,-0.022213079
0.912514674,-0.65023408,0,0.856444387,-0.910092741,0,1.114405365,-0.248675517,0,1.760961677,-0.863620924,0
0.957540609,-0.833268554,0,0.688291074,0.017102659,0,1.259824922,-0.702839548,0,1.815452664,-0.994200261,0
0.827063993,-0.713100793,0,0.261775142,0.574551961,0,0.851421265,-1.278435568,0,1.681321005,-0.831776372,0
0.513854382,-0.172219376,-0.022213079,-0.35228119,0.955010045,0,0.710098034,-0.824795855,-0.022213079,1.061284512,-0.546275789,-0.022213079
-0.221678785,0.515329957,-0.022213079,-0.523599742,0.954644863,0,-0.441379078,0.034770656,-0.022213079,0.486388481,-0.285583946,-0.022213079
-0.602591628,0.642707783,-0.022213079,-0.718657584,0.954462273,0,-1.195922244,0.034036611,-0.022213079,0.060778408,0.208423429,-0.022213079
-0.645974281,0.578323162,-0.066639238,-0.396198879,0.168409457,-0.051948753,-0.453668054,-0.132486705,-0.066639238,-0.252947805,0.528869656,-0.066639238
-0.693629468,0.661491902,-0.088852317,-0.81203213,0.251792528,-0.07792313,-0.664219188,0.034875519,-0.088852317,-0.359027891,0.528702931,-0.088852317
-0.961813143,0.685335715,-0.111065397,-0.814801714,-0.114788665,-0.103897507,-0.471282254,-0.210085731,-0.111065397,-0.512505463,0.528669586,-0.111065397
-1.256289335,0.733086589,-0.133278476,-1.115103747,-0.039926492,-0.103897507,-0.341838367,-1.076782964,-0.133278476,-0.561515108,0.528569551,-0.133278476
-1.470244694,0.749530598,-0.133278476,-1.12024726,-0.093364694,-0.129871883,-0.459812543,0.03519011,-0.133278476,-0.574089951,0.528769621,-0.133278476
1.50409631,-1.29249914,1.421637079,0.195700782,0.313325582,1.662360104,2.132342264,-2.942095773,1.421637079,2.130791036,-1.176431129,1.421637079
1.96980252,-1.796761013,1.665980952,0.372162846,0.790191537,2.026001377,2.054512079,-2.067533774,1.665980952,2.2862032,-1.11540963,1.665980952
2.275453032,-1.63080301,1.799259428,0.405002199,0.858602173,2.207822013,1.582205743,-2.555673595,1.799259428,2.37229251,-1.269430559,1.799259428
1.485034235,-1.670837849,1.821472507,-0.126757924,0.955375226,2.31171952,1.930393415,-3.052621953,1.821472507,2.335857708,-1.288804051,1.821472507
1.025572497,-1.380031867,1.821472507,-0.328541899,0.955131772,2.415617026,1.111537938,-0.684803018,1.821472507,1.936687049,-1.190269337,1.821472507
0.561180913,-0.85274838,1.554915555,-0.600356783,0.954401409,2.051975753,0.324224167,0.035924155,1.554915555,0.657599806,-0.307091523,1.554915555
-0.014625213,0.397755289,1.243932444,-0.73052723,0.95476659,1.532488221,0.121456053,0.035819291,1.243932444,0.376439212,0.05887074,1.243932444
-0.356427936,1.000744465,0.888523174,-0.646252746,0.954340545,0.857154429,-0.076396471,0.035819291,0.888523174,0.327751999,0.029627104,0.888523174
-0.359385844,1.00099745,0.644179301,-0.716283655,0.954401409,0.519487533,-0.094829936,0.034665792,0.644179301,0.136549898,0.233198824,0.644179301
-0.3876503,1.000807711,0.33319619,-0.736462053,0.95476659,0.23376939,-0.092781774,0.036029018,0.33319619,-0.022409015,0.529136417,0.33319619
-0.513854382,1.000870958,0.044426159,-0.887997861,0.954584,0,-0.484800129,0.034875519,0.044426159,-0.142353672,0.529069727,0.044426159
-0.577942393,1.000364988,-0.088852317,-0.941806922,0.954279682,-0.051948753,-0.163648206,0.035609564,-0.088852317,-0.18846143,0.529069727,-0.088852317
1.102149454,-0.989107166,0.666392381,2.001865187,-1.653601931,0.831180052,1.523218655,-2.010592867,0.666392381,1.687769642,-0.787760865,0.666392381
1.02064265,-0.648146956,0.821883936,0.197679056,0.955557817,0.935077559,1.31881201,-2.218327558,0.821883936,1.80094323,-0.985263779,0.821883936
1.020313994,-0.845664807,0.910736254,-0.121614411,0.955375226,0.987026312,1.1840429,-2.041422751,0.910736254,1.379202339,-0.638441592,0.910736254
0.910214078,-0.905495703,0.977375492,-0.228441221,0.955192635,1.013000688,1.142670012,-1.679328916,0.977375492,1.66165266,-0.758884025,0.977375492
0.7333969,-0.730303757,0.999588571,-0.271171945,0.955375226,1.038975065,0.672821471,-0.151047553,0.999588571,1.357599404,-0.758750645,0.999588571
0.174352254,0.148059331,0.955162412,-0.445260081,0.955131772,1.013000688,-0.457354747,-0.422329554,0.955162412,0.99550841,-0.584055765,0.955162412
0.20261671,0.079563707,0.888523174,-0.40688156,0.954827454,1.013000688,0.223454559,-1.411087958,0.888523174,0.961975495,-0.716168976,0.888523174
0.130640945,0.190813755,0.755244698,-0.455942762,0.954827454,0.961051935,0.140708783,-1.108976073,0.755244698,0.428995608,-0.243902595,0.755244698
-0.292997238,0.628414144,0.666392381,-0.550108617,0.954644863,0.961051935,0.188226159,-1.341878015,0.666392381,0.26939183,-0.133563722,0.666392381
-0.225951319,0.17778504,0.621966222,-0.556439094,0.954827454,0.935077559,-0.293501726,0.034456065,0.621966222,-0.00951174,0.18618226,0.621966222
-0.536860335,0.519693944,0.510900825,-0.692940019,0.95476659,0.805205675,-0.498727636,0.034875519,0.510900825,-0.119461009,0.529003037,0.510900825
-1.106093331,0.701337001,0.399835428,-0.993637707,0.954584,0.597410662,-0.536413831,0.035085246,0.399835428,-0.402556194,0.528669586,0.399835428
1.73645643,-1.761532885,2.043603301,-0.155245073,0.955253499,2.545488909,2.664864586,-3.870243045,2.043603301,2.91623508,-1.422584516,2.043603301
1.847213659,-1.757674868,2.221307936,-0.1900627,0.95561868,2.935104559,2.922523463,-3.960950015,2.221307936,3.156446826,-1.501112182,2.221307936
1.466300816,-1.818074979,2.110242539,-0.321024457,0.955010045,2.883155805,2.501011564,-3.941655122,2.110242539,3.039081624,-1.527921627,2.110242539
1.822564424,-1.582229936,1.954750983,-0.422312099,0.95476659,2.909130182,2.268340272,-3.281853671,1.954750983,2.672154152,-1.295306342,1.954750983
0.967400303,-1.057476298,1.488276317,-0.70204008,0.954523136,2.129898883,0.943178958,-1.243516006,1.488276317,1.593619535,-0.841012959,1.488276317
0.431690266,-0.335457792,1.155080127,-0.737253362,0.954462273,1.610411351,-0.005120407,0.035085246,1.155080127,1.087401494,-0.609097921,1.155080127
0.113879465,-0.122254885,0.644179301,-0.788292838,0.954401409,0.831180052,-0.504462491,0.034351201,0.644179301,0.840418678,-0.551344241,0.644179301
0.034015944,-0.020555012,0.35540927,-0.76969706,0.954340545,0.467538779,0.146853271,0.035609564,0.35540927,0.626968778,-0.237266924,0.35540927
-0.17007972,0.59976362,0.177704635,-0.81124082,0.954279682,0.285718143,0.312754456,0.036133882,0.177704635,0.538300013,-0.262909291,0.177704635
-0.328820793,0.594008217,0.111065397,-0.864654225,0.954279682,0.207795013,0.021096077,0.035085246,0.111065397,0.29679854,-0.186749126,0.111065397
