S2_T,S2-H,S2_P,S3_T,S3_H,S3_P,S5_T,S5_H,S5_P,S4_T,S4_H,S4_P
-0.46020541,0.300350882,-0.111065397,-0.470063178,0.088727099,-0.111065397,-0.334266658,0.067570457,-0.111065397,-0.107853462,0.053702253,-0.111065397
-0.43951821,0.321791963,-0.088852317,-0.523523412,0.160728134,-0.088852317,-0.415795111,0.21612585,-0.088852317,-0.105274007,0.012521078,-0.088852317
-0.496153658,0.38005195,-0.088852317,-0.558342907,0.160728134,-0.088852317,-0.477756736,0.369861091,-0.088852317,-0.028212789,-0.043765419,-0.088852317
-0.575171978,0.375218919,-0.088852317,-0.66772536,0.160584563,-0.088852317,-0.624507952,0.6471822,-0.088852317,-0.172339836,0.273746442,-0.088852317
1.928996588,-2.051226051,-0.133278476,1.645484906,-1.930604036,-0.133278476,2.258338154,-1.900971121,-0.133278476,2.652163376,-1.185901132,-0.133278476
1.83403895,-1.865374057,-0.133278476,1.492490157,-1.857023716,-0.133278476,1.821345645,-1.486051991,-0.133278476,2.754696712,-1.214978042,-0.133278476
1.362642104,-1.471789621,-0.133278476,1.387328249,-1.689906657,-0.133278476,1.452837036,-1.272217228,-0.133278476,2.527704673,-1.170062218,-0.133278476
0.901080157,-0.910191468,-0.155491555,1.371149494,-1.621638476,-0.155491555,1.299563544,-1.107258982,-0.155491555,-0.073998115,0.52606867,-0.155491555
0.641981459,-0.776360458,-0.155491555,0.950853574,-1.243327951,-0.155491555,0.771259167,-0.70694968,-0.155491555,-0.035951154,0.465013826,-0.155491555
0.055278911,-0.122934723,-0.155491555,0.302648234,-0.60364577,-0.155491555,0.161426337,-0.223629989,-0.155491555,-0.086572958,0.498625668,-0.155491555
-0.190593545,0.043673022,-0.155491555,-0.114482278,0.080471746,-0.155491555,-0.194037719,0.108810018,-0.155491555,-0.283578833,0.529669938,-0.155491555
-0.397804676,0.147890736,-0.155491555,-0.294207144,0.161015277,-0.155491555,-0.344050073,0.28572176,-0.155491555,-0.299377995,0.529703284,-0.155491555
-0.756608894,0.241036416,-0.155491555,-0.289634887,0.161087062,-0.155491555,-0.389706006,0.393303225,-0.155491555,-0.168793086,0.529003037,-0.155491555
-0.814261745,0.331545898,-0.155491555,-0.561860027,0.16079992,-0.155491555,-0.275566172,0.349672964,-0.155491555,-0.184592248,0.529803319,-0.155491555
-0.469022905,0.349208428,-0.177704635,-0.568542557,0.160728134,-0.177704635,-0.52341267,0.582367688,-0.177704635,-0.280676946,0.529703284,-0.177704635
-0.291994737,0.312477395,-0.155491555,-0.407810142,0.161087062,-0.155491555,-0.631030228,0.704094123,-0.155491555,-0.324850113,0.529669938,-0.155491555
2.17385164,-2.144371731,1.754833269,1.365873813,-1.734413777,1.754833269,1.596327114,-1.738802025,1.754833269,1.240556634,-0.661016212,1.754833269
1.985292902,-2.139450827,1.354997841,1.477014826,-1.905048335,1.354997841,1.746339468,-1.419909313,1.354997841,0.768516371,-0.271879118,1.354997841
2.200643259,-2.434705059,0.844097016,1.730247515,-2.106407163,0.844097016,1.928963203,-1.642045115,0.844097016,0.357738164,0.219694066,0.844097016
1.834378084,-2.184705568,0.444261587,1.631416424,-2.037564697,0.444261587,1.39413655,-1.296854711,0.444261587,0.21425598,0.395822783,0.444261587
0.973654923,-1.148855305,0.244343873,1.044057271,-1.515969958,0.244343873,1.015844527,-1.031553507,0.244343873,0.120750737,0.529936699,0.244343873
0.471396845,-0.463970936,0.111065397,0.578038782,-0.857838858,0.111065397,0.458189907,-0.420331408,0.111065397,0.053040043,0.529936699,0.111065397
0.222133046,0.041827683,0.111065397,0.284007494,-0.268980937,0.111065397,0.158165199,0.199324547,0.111065397,-0.043367087,0.529836664,0.111065397
0.101062058,0.199208733,0.266556952,0.006154961,0.161589562,0.266556952,-0.063592193,0.331477087,0.266556952,-0.063357863,0.529870009,0.266556952
0.04985276,0.302635588,0.422048508,-0.11483399,0.161374205,0.422048508,-0.236432514,0.687824087,0.422048508,-0.091087004,0.529903354,0.422048508
-0.005426151,0.381721542,0.444261587,-0.154225741,0.161230634,0.444261587,-0.249477067,0.705023839,0.444261587,-0.132358284,0.529836664,0.444261587
-0.168210673,0.389893758,0.488687746,-0.18623154,0.161302419,0.488687746,-0.216865686,0.674143974,0.488687746,-0.226830823,0.529769974,0.488687746
-0.188897873,0.388312039,0.577540063,-0.287172903,0.161302419,0.577540063,-0.220126824,0.584691979,0.577540063,-0.286803152,0.528002684,0.577540063
0.917697744,0.04710008,1.643767872,1.66482907,-1.399174659,1.643767872,1.831129059,-1.694374864,1.643767872,0.368700847,-0.268144468,1.643767872
1.508469906,-0.703777126,1.488276317,1.685931794,-1.477133906,1.488276317,2.258338154,-1.66229965,1.488276317,0.226508391,-0.199586982,1.488276317
0.773565615,-0.058523607,1.266145523,1.320854668,-1.164363705,1.266145523,0.774520305,-0.056679494,1.266145523,0.075932706,-0.133963863,1.266145523
0.034591711,0.390245251,1.155080127,0.258684225,0,1.155080127,0.402750559,-0.07885987,1.155080127,-0.063035431,-0.091315504,1.155080127
-0.235020154,0.160368742,1.066227809,0.088807297,-0.522886882,1.066227809,0.12229268,-0.368864966,1.066227809,-0.12655451,-0.027726435,1.066227809
-0.33370827,0.024516646,0.888523174,-0.241802046,-0.191811333,0.888523174,-0.141859509,-0.093137657,0.888523174,-0.187816566,0.304257191,0.888523174
-0.48326655,0.180052357,0.68860546,-0.32586123,-0.009834638,0.68860546,-0.128814956,-0.249595639,0.68860546,-0.158152834,0.349539811,0.68860546
-0.701669117,0.302371968,0.488687746,-0.305110218,-0.045583906,0.488687746,-0.461451045,0.217719649,0.488687746,-0.163311744,0.201287581,0.488687746
-0.762035044,0.350790147,0.310983111,-0.635367849,0.160153849,0.310983111,-0.396228283,0.190890691,0.310983111,-0.335490364,0.43773755,0.310983111
-0.850549128,0.392002717,0.177704635,-0.664208239,0.160369206,0.177704635,-0.631030228,0.568089901,0.177704635,-0.417710492,0.529536558,0.177704635
-0.717269301,0.425482438,0.088852317,-0.793286568,0.160225634,0.088852317,-0.657119333,0.605411372,0.088852317,-0.438346132,0.529536558,0.088852317
-0.569745828,0.417925335,0.066639238,-0.551660377,0.160584563,0.066639238,-0.552762913,0.609462279,0.066639238,-0.535398126,0.529403178,0.066639238
2.09788553,-1.983827243,0.510900825,2.209631062,-2.419608078,0.510900825,2.153981734,-1.962664443,0.510900825,1.410155799,-0.985830646,0.510900825
1.912379001,-1.673722426,0.577540063,2.358053554,-2.382853811,0.577540063,1.407181102,-0.896744635,0.577540063,0.851703794,-0.533771383,0.577540063
1.588505629,-1.292879616,0.510900825,2.121351333,-2.176469985,0.510900825,1.857218164,-1.449992278,0.510900825,0.492837119,-0.165008133,0.510900825
1.611227635,-1.427501486,0.399835428,1.613127396,-1.76908626,0.399835428,1.279996715,-1.126915842,0.399835428,0.390626215,-0.158472497,0.399835428
0.701329983,-0.620297506,0.288770032,1.221320153,-1.534131734,0.288770032,1.058239323,-1.223207894,0.288770032,0.307761223,-0.041097812,0.288770032
-0.068166019,-0.006941989,0.288770032,0.507344657,-0.731998563,0.288770032,0.285349586,-0.490724218,0.288770032,0.127521806,0.373314854,0.288770032
-0.482588281,0.202723664,0.35540927,0.266773603,-0.356200537,0.35540927,-0.027719674,-0.207027911,0.35540927,-0.067871909,0.529803319,0.35540927
-0.493101448,0.243057501,0.555326984,-0.005099825,0.157928493,0.555326984,-0.053808779,-0.134908485,0.555326984,-0.222639209,0.529603248,0.555326984
-0.299455694,0.215113797,1.04401473,-0.089510721,0.161374205,1.04401473,-0.373400316,0.360895969,1.04401473,-0.199101682,0.529669938,1.04401473
-0.173975958,0.199032987,0.977375492,-0.142970955,0.161374205,0.977375492,-0.194037719,0.232462294,0.977375492,-0.105596439,0.525601839,0.977375492
-0.126497139,0.291036314,0.577540063,-0.196782902,0.161302419,0.577540063,-0.255999343,0.569418067,0.577540063,-0.186204407,0.462446255,0.577540063
-0.194663158,0.326712867,0.244343873,-0.256222241,0.161230634,0.244343873,-0.43536194,0.729727731,0.244343873,-0.232957029,0.501793451,0.244343873
0.256724757,0.291212061,0.555326984,0.344853682,0.001363928,0.555326984,0.650597057,-0.392971183,0.555326984,0.24875619,-0.182981132,0.555326984
-0.046461416,0.330755038,0.488687746,0.090214145,0.146227427,0.488687746,-0.063592193,0.258228719,0.488687746,-0.073998115,-0.043798764,0.488687746
0.194324023,0.140685126,0.266556952,0.208741112,0.070206394,0.266556952,0.282088448,-0.383607611,0.266556952,-0.640510917,0.467814813,0.266556952
0.396787273,-0.335148702,0.133278476,0.226326715,-0.064894253,0.133278476,0.246215929,-0.04386269,0.133278476,-0.91812476,0.528969692,0.133278476
0.163123657,-0.416519363,0.044426159,0.112372005,-0.219664176,0.044426159,0.158165199,-0.160409276,0.044426159,-0.985513022,0.528936347,0.044426159
-0.578224188,0.129173726,-0.022213079,-0.306868779,0,-0.022213079,-0.396228283,0.346219732,-0.022213079,-1.126738182,0.528869656,-0.022213079
-1.148648285,0.337697028,-0.066639238,-0.890007386,0.160153849,-0.066639238,-0.813653963,0.515627335,-0.066639238,-0.892652642,0.514197821,-0.066639238
-1.386042379,0.36774969,-0.111065397,-1.506206928,0.159005278,-0.111065397,-1.094111842,0.68178093,-0.111065397,-1.00582623,0.524368071,-0.111065397
-1.481000017,0.340772592,-0.133278476,-1.496007278,0.158861706,-0.133278476,-1.182162571,0.777076857,-0.133278476,-0.847834612,0.511063383,-0.133278476
-1.556966128,0.387521179,-0.155491555,-1.76858413,0.158574564,-0.155491555,-1.191945986,0.825953374,-0.155491555,-0.997443001,0.469315342,-0.155491555
-1.566801026,0.415289137,-0.155491555,-1.745371133,0.158430992,-0.155491555,-1.012583389,0.795206326,-0.155491555,-1.038069417,0.467514708,-0.155491555
-1.650906362,0.407907781,-0.155491555,-1.492841869,0.159005278,-0.155491555,-1.061500461,0.81944536,-0.155491555,-1.068378013,0.351673896,-0.155491555
2.093476782,-2.312561195,0,1.662718798,-2.036416127,0,1.75938402,-1.594563172,0,1.222500449,-0.594292705,0
2.567586703,-2.493316539,0.022213079,1.758736192,-2.028591488,0.022213079,1.726772639,-1.944468565,0.022213079,0.737240479,-0.202888145,0.022213079
2.522481825,-2.411067146,0.022213079,1.98981102,-2.160892493,0.022213079,1.889829545,-2.061147969,0.022213079,0.445762065,0.009820126,0.022213079
2.53435153,-2.582156428,0,1.641616074,-1.920554042,0,2.281166121,-2.558346997,0,0.358383027,0.044499011,0
0.980776746,-1.194461539,-0.022213079,1.142888362,-1.385248237,-0.022213079,1.231079643,-1.015881145,-0.022213079,0.191040885,0.246736927,-0.022213079
0.282159838,-0.189894165,-0.066639238,0.297020841,-0.206240254,-0.066639238,0.529934946,-0.304913762,-0.066639238,-0.006287422,0.528336135,-0.066639238
0.105470805,0.14560603,-0.111065397,-0.002286128,0.161589562,-0.111065397,0.17447089,-0.022147172,-0.111065397,-0.150736901,0.529803319,-0.111065397
-0.083087933,0.232249088,-0.155491555,-0.150005197,0.161302419,-0.155491555,-0.239693652,0.487802252,-0.155491555,-0.152993924,0.529836664,-0.155491555
-0.175332496,0.241387909,-0.177704635,-0.177438738,0.161158848,-0.177704635,-0.481017874,0.624204924,-0.177704635,-0.122040464,0.529870009,-0.177704635
-0.348291051,0.198769367,-0.177704635,-0.287876327,0.161158848,-0.177704635,-0.546240636,0.516424235,-0.177704635,-0.211031661,0.529836664,-0.177704635
-0.466309829,0.21142312,-0.177704635,-0.303351658,0.161230634,-0.177704635,-0.882137864,0.722754858,-0.177704635,-0.452855566,-2.799302874,-0.177704635
-0.444266092,0.137961055,-0.177704635,-0.323047534,0.161087062,-0.177704635,-0.494062426,0.714719453,-0.177704635,-0.563127267,-2.799302874,-0.177704635
0.912271593,-0.833390218,1.066227809,0.533723062,-0.675000735,1.066227809,0.673425023,-0.450215148,1.066227809,0.386757032,-0.2133585,1.066227809
1.627845222,-1.98936326,0.999588571,1.154494861,-1.576700642,0.999588571,1.41044224,-1.167092871,0.999588571,0.109465621,0.040931087,0.999588571
1.54407902,-1.791384752,0.755244698,1.469277161,-2.081138604,0.755244698,0.826698515,-0.853712049,0.755244698,-0.231344869,0.454776887,0.755244698
1.919839958,-2.169679237,0.533113905,0.874883767,-1.488476043,0.533113905,0.865832173,-1.118880437,0.533113905,-0.411906718,0.529436523,0.533113905
0.81154867,-1.08180799,0.422048508,0.717668473,-1.352155039,0.422048508,0.379922592,-0.316203175,0.422048508,-0.487355777,0.25037154,0.422048508
-0.093940235,-0.284533691,0.310983111,0.113778854,-0.840107795,0.310983111,-0.559285189,0.175085513,0.310983111,-0.508636281,0.384752217,0.310983111
-0.686747203,0.030316283,0.199917714,-0.270642436,-0.345863399,0.199917714,-0.843004206,0.20510207,0.199917714,-0.431575063,0.529603248,0.199917714
-0.824096644,-0.09314568,0.155491555,-0.990597037,0.142279215,0.155491555,-0.83648193,0.636490462,0.155491555,-0.409649695,0.529669938,0.155491555
-0.950254648,0.09420016,0.066639238,-0.589293569,0.160225634,0.066639238,-0.771259167,0.643131293,0.066639238,-0.446406929,0.529669938,0.066639238
-0.75559149,0.121704497,-0.044426159,-0.763742754,0.160369206,-0.044426159,-0.885399002,0.713922553,-0.044426159,-0.447696656,0.529669938,-0.044426159
-0.756269759,0.210808007,-0.066639238,-0.903724157,0.160153849,-0.066639238,-1.257168748,0.790159295,-0.066639238,-0.527014897,0.365712175,-0.066639238
-0.640624922,0.200526832,-0.088852317,-1.105958595,0.159866706,-0.088852317,-1.18542371,0.772561092,-0.088852317,-0.590211545,0.509196059,-0.088852317
2.540455949,-2.33865956,-0.111065397,2.329564877,-2.274601008,-0.111065397,2.372477988,-2.185464328,-0.111065397,0.905872349,-0.368346437,-0.111065397
2.401071702,-2.293668439,-0.088852317,2.358756979,-2.330450266,-0.088852317,2.180070839,-1.68547615,-0.088852317,0.548617833,-0.13269675,-0.088852317
2.309166274,-2.215021851,-0.066639238,2.196617716,-2.217172465,-0.066639238,2.07245328,-1.977606313,-0.066639238,0.435766677,0.074342858,-0.066639238
1.733316027,-1.656587136,-0.044426159,1.590969536,-1.741233417,-0.044426159,1.641983048,-2.06187846,-0.044426159,0.166213631,0.352540868,-0.044426159
0.674877498,-0.738662819,-0.022213079,0.750025983,-0.863438141,-0.022213079,0.803870549,-0.561249845,-0.022213079,-0.06110084,0.529870009,-0.022213079
0.094618504,-0.073549938,-0.022213079,0.112372005,-0.041492122,-0.022213079,0.17447089,-0.025069138,-0.022213079,-0.11268994,0.529836664,-0.022213079
-0.386952375,0.227152437,-0.044426159,-0.112020293,0.161302419,-0.044426159,0.099464713,0.07925832,-0.044426159,-0.076255138,0.529836664,-0.044426159
-0.3014905,0.395957014,-0.066639238,-0.267125315,0.161230634,-0.066639238,-0.066853332,0.45014874,-0.066639238,-0.194587636,0.529769974,-0.066639238
-0.211959013,0.389718011,-0.111065397,-0.343095122,0.161230634,-0.111065397,-0.265782757,0.606739538,-0.111065397,-0.182657656,0.529836664,-0.111065397
-0.243837649,0.326449247,-0.155491555,-0.312496172,0.161230634,-0.155491555,-0.396228283,0.76870941,-0.155491555,-0.159442561,0.529870009,-0.155491555
-0.35744768,0.28075514,-0.155491555,-0.369825239,0.161158848,-0.155491555,-0.399489421,0.687824087,-0.155491555,-0.225863527,0.529769974,-0.155491555
-0.340151824,0.325394768,-0.177704635,-0.368770102,0.161015277,-0.177704635,-0.415795111,0.721227467,-0.177704635,-0.227475687,0.529803319,-0.177704635
2.368175663,-2.282069166,0.066639238,1.572680508,-1.580577068,0.066639238,2.480095546,-1.644502222,0.066639238,0.351289526,0.030994253,0.066639238
2.379367099,-2.314845901,0.133278476,1.812548138,-1.86858121,0.133278476,1.103895256,-1.231907383,0.133278476,0.232312165,0.224062271,0.133278476
1.657689051,-1.698502692,0.177704635,0.883324857,-1.451721775,0.177704635,0.692991852,-0.251255847,0.177704635,-0.0111239,0.449541709,0.177704635
1.026899027,-1.003776515,0.222130794,-0.059966907,-0.112488158,0.222130794,0.171209752,-0.244482199,0.222130794,-0.192975476,0.529603248,0.222130794
0.41883101,0.037873385,0.288770032,-0.170404497,0.15979492,0.288770032,-0.096203575,0.205965378,0.288770032,-0.107208598,0.360943829,0.288770032
0.242481111,0.266959035,0.35540927,-0.160556559,0.161230634,0.35540927,-0.063592193,0.430027021,0.35540927,-0.13848449,0.205522406,0.35540927
0.055618045,0.355183811,0.399835428,-0.230898972,0.161230634,0.399835428,-0.233171376,0.583496629,0.399835428,-0.140741513,0.511263454,0.399835428
-0.476822996,0.337872774,0.310983111,-0.936785091,0.160153849,0.310983111,-0.533196084,0.50520123,0.310983111,-0.0920543,0.364311682,0.310983111
-0.796287621,0.352020373,0.177704635,-1.065159995,0.15979492,0.177704635,-0.875615587,0.703562856,0.177704635,-0.152671492,0.529936699,0.177704635
-0.718286704,0.329788432,0.022213079,-0.968439177,0.159938492,0.022213079,-0.764736891,0.747259525,0.022213079,-0.272293717,0.529769974,0.022213079
-0.386952375,0.389893758,-0.066639238,-0.458104968,0.16079992,-0.066639238,-0.670163885,0.704957431,-0.066639238,-0.27455074,0.529803319,-0.066639238
-0.284872914,0.398417466,-0.111065397,-0.485538509,0.161015277,-0.111065397,-0.601679985,0.599567441,-0.111065397,-0.257461851,0.399924228,-0.111065397
2.087033228,-1.940681461,0.022213079,2.106227714,-2.144022859,0.022213079,2.127892629,-1.791928674,0.022213079,1.319552443,-0.600328165,0.022213079
2.401410837,-2.410979273,0.066639238,2.053470904,-2.249404235,0.066639238,2.330083193,-1.973953856,0.066639238,0.854928113,-0.304623987,0.066639238
2.337314431,-2.407903708,0.111065397,2.202596821,-2.358805609,0.111065397,2.215943358,-1.824535155,0.111065397,0.57570211,-0.145968092,0.111065397
2.008354042,-2.301225542,0.133278476,1.849126193,-2.108919662,0.133278476,1.977880275,-1.542366239,0.133278476,0.340326843,0.039697319,0.133278476
0.842409902,-1.155973041,0.155491555,1.064808283,-1.383668952,0.155491555,0.931054936,-0.904248774,0.155491555,0.140741513,0.405059371,0.155491555
0.022722006,-0.253426549,0.155491555,0.234064381,-0.290875569,0.155491555,0.461451045,-0.320519716,0.155491555,0.046913838,0.523234338,0.155491555
-0.193645755,0.0818979,0.199917714,-0.020926868,0.161589562,0.199917714,0.207082271,0.056945127,0.199917714,-0.052717611,0.529903354,0.199917714
-0.348630185,0.287082016,0.155491555,-0.096544962,0.161374205,0.155491555,-0.053808779,0.235517077,0.155491555,-0.165891199,0.529836664,0.155491555
-0.619598588,0.342969425,0.155491555,-0.178845586,0.161302419,0.155491555,-0.079897884,0.258892802,0.155491555,-0.170727677,0.529803319,0.155491555
-0.542615074,0.298857036,0.133278476,-0.251298272,0.161230634,0.133278476,-0.275566172,0.664182728,0.133278476,-0.142353672,0.529870009,0.133278476
-0.493779717,0.267574147,0.088852317,-0.366308118,0.161087062,0.088852317,-0.392967144,0.581969238,0.088852317,-0.200713841,0.529803319,0.088852317
-0.45104878,0.127767754,0.022213079,-0.306868779,0.161087062,0.022213079,-0.490801288,0.712129529,0.022213079,-0.166536063,0.528969692,0.022213079
2.479411753,-2.66141813,1.954750983,1.789686854,-1.964917591,1.954750983,1.482187279,-1.378802568,1.954750983,0.620842573,-0.400257679,1.954750983
2.365123453,-2.194810996,2.021390221,1.064456571,-1.061853756,2.021390221,1.860479302,-1.610833208,2.021390221,0.220059754,0.073342506,2.021390221
2.595056591,-2.393668236,2.043603301,1.180873266,-0.8305603,2.043603301,1.482187279,-1.885630801,2.043603301,0.175564155,0.071908667,2.043603301
0.997394333,-0.844374379,2.06581638,1.462594631,-1.245481521,2.06581638,1.628938495,-1.220684378,2.06581638,-0.075610274,0.529703284,2.06581638
0.295046946,-0.434621259,1.688194031,0.495034735,-0.857838858,1.688194031,0.510368117,-0.539999185,1.688194031,-0.207807343,0.529603248,1.688194031
0.016278452,0.249999491,1.243932444,-0.071573406,0.022971417,1.243932444,-0.177732028,0.069297073,1.243932444,-0.192653044,0.529736629,1.243932444
-0.127175408,0.350965893,0.466474666,-0.263608194,0.161230634,0.466474666,-0.327744382,0.595118084,0.466474666,-0.217157867,0.529769974,0.466474666
-0.382543627,0.365992225,0.133278476,-0.360680725,0.161158848,0.133278476,-0.353833487,0.6224119,0.133278476,-0.282289105,0.529703284,0.133278476
-0.88208863,0.368364803,-0.044426159,-0.785548902,0.160369206,-0.044426159,-0.637552504,0.694929776,-0.044426159,-0.414163742,0.523534444,-0.044426159
-0.945506766,0.32838246,-0.111065397,-0.63712641,0.160656348,-0.111065397,-0.820176239,0.722489225,-0.111065397,-0.302279881,0.529703284,-0.111065397
-0.730495543,0.314586354,-0.133278476,-0.674056177,0.160656348,-0.133278476,-0.882137864,0.70894193,-0.133278476,-0.358060596,0.527902649,-0.133278476
-0.749147936,0.271089079,-0.133278476,-0.737716061,0.160584563,-0.133278476,-0.947360626,0.74473601,-0.133278476,-0.456079885,0.529003037,-0.133278476
2.084320153,-2.120558071,-0.133278476,1.624382182,-1.84948622,-0.133278476,1.70720581,-1.473235187,-0.133278476,1.113518475,-0.540740505,-0.133278476
2.90638199,-2.912647847,-0.133278476,2.343985072,-2.527430167,-0.133278476,2.033319623,-1.738934841,-0.133278476,0.816881152,-0.346505409,-0.133278476
2.431254666,-2.596567647,-0.133278476,2.32675118,-2.581484783,-0.133278476,2.00396938,-2.047667081,-0.133278476,0.434799382,0.037663269,-0.133278476
2.226078341,-2.303334501,-0.133278476,1.625437318,-2.011865425,-0.133278476,1.756122882,-1.477020461,-0.133278476,0.179110906,0.461079107,-0.133278476
1.141526462,-1.450260667,-0.133278476,1.176652721,-1.50828889,-0.133278476,1.09737298,-1.003662016,-0.133278476,0.142998536,0.529970044,-0.133278476
0.346256244,-0.55615001,-0.111065397,0.531261077,-0.759348907,-0.111065397,0.461451045,-0.485477961,-0.111065397,0.184592248,0.530103424,-0.111065397
0.070200825,-0.09929681,-0.133278476,0.210499672,0.000143571,-0.133278476,0.33100552,-0.331543495,-0.133278476,0.168793086,0.530103424,-0.133278476
0.012547974,0.132688658,-0.133278476,-0.006858385,0.161517777,-0.133278476,-0.220126824,0.204172354,-0.133278476,0.097535642,0.530036734,-0.133278476
0.172280286,0.295429978,-0.155491555,0.000175856,0.161589562,-0.155491555,-0.304916415,0.525854215,-0.155491555,0.034661426,0.530003389,-0.155491555
0.198732771,0.293672513,-0.155491555,0.058911771,0.161733134,-0.155491555,-0.063592193,0.651166699,-0.155491555,0.00951174,0.527202402,-0.155491555
0.138366844,0.329524812,-0.177704635,0.027609397,0.161733134,-0.177704635,-0.197298857,0.656877813,-0.177704635,-0.028857653,0.453843224,-0.177704635
0.056296314,0.382951768,-0.177704635,-0.054691226,0.161661348,-0.177704635,-0.282088448,-0.049241763,-0.177704635,-0.043367087,0.401024616,-0.177704635
1.726533338,-1.773897969,0.133278476,2.260981024,-2.40761987,0.133278476,2.170287424,-2.244102867,0.133278476,1.388552864,-0.66198322,0.133278476
1.587149091,-1.659399081,0.35540927,1.756977632,-2.05579826,0.35540927,2.144198319,-1.605719768,0.35540927,0.990027068,-0.411728387,0.35540927
1.777403502,-1.850084106,0.710818539,1.816065259,-2.166635347,0.710818539,2.114848076,-1.743052157,0.710818539,0.568608609,-0.08741413,0.710818539
2.197251915,-2.028027504,0.977375492,1.491083309,-1.726158424,0.977375492,1.955052308,-1.559101134,0.977375492,0.519598964,0.008186217,0.977375492
1.050299302,-1.029435513,1.02180165,1.061642875,-1.095593025,1.02180165,1.120200947,-0.876290875,1.02180165,0.17459686,0.529970044,1.02180165
0.531762772,-0.684445003,0.844097016,0.556232634,-0.624104689,0.844097016,0.621246813,-0.462500686,0.844097016,0.156863106,0.529970044,0.844097016
0.257063891,-0.318628525,0.666392381,0.288931463,-0.264530225,0.666392381,0.428839664,-0.317000075,0.666392381,0.012413627,0.529936699,0.666392381
0.154645296,-0.178294892,0.488687746,0.146839788,-0.070349965,0.488687746,0.197298857,-0.072418264,0.488687746,-0.121718032,0.526435466,0.488687746
0.080035723,0.007820722,0.310983111,-0.099358659,0.161517777,0.310983111,0.096203575,0.114919583,0.310983111,-0.194910068,0.51609849,0.310983111
0,0.248154152,0.177704635,-0.229492124,0.161158848,0.177704635,-0.184254304,0.759478655,0.177704635,-0.219092458,0.523234338,0.177704635
-0.096992444,0.386027333,0.066639238,-0.24074691,0.161087062,0.066639238,-0.220126824,0.786307613,0.066639238,-0.24005053,0.526535501,0.066639238
-0.151253952,0.411510585,-0.022213079,-0.249891424,0.161087062,-0.022213079,-0.350572349,0.816988252,-0.022213079,-0.266812375,0.486087918,-0.022213079
2.545542966,-2.567393717,0.910736254,1.879373431,-1.915313687,0.910736254,1.932224341,-1.625841487,0.910736254,1.361468586,-0.518099195,0.910736254
2.509255583,-2.536198701,0.755244698,2.284897444,-2.48435876,0.755244698,1.658288738,-1.674651596,0.755244698,0.890073187,-0.391321198,0.755244698
2.638465797,-2.654300394,0.555326984,1.98981102,-2.298290282,0.555326984,1.619155081,-1.626439162,0.555326984,0.685973811,-0.300555887,0.555326984
2.418706692,-2.337780828,0.377622349,1.690504051,-1.938715818,0.377622349,1.710466948,-1.617407631,0.377622349,0.254559964,0.119125302,0.377622349
1.062847276,-0.979171995,0.310983111,1.116509957,-1.15862085,0.310983111,1.071283875,-0.648443958,0.310983111,-0.05078302,0.529803319,0.310983111
0.649103282,-0.505798618,0.288770032,0.687421235,-0.775285327,0.288770032,0.715819819,-0.339578901,0.288770032,-0.032404403,0.529870009,0.288770032
0.35134326,-0.393584436,0.244343873,0.46021524,-0.639395038,0.244343873,0.467973321,-0.381947404,0.244343873,-0.104629143,0.529836664,0.244343873
0.047478819,-0.060632565,0.222130794,0.186934964,-0.285850572,0.222130794,0.207082271,-0.193015757,0.222130794,-0.15396122,0.529803319,0.222130794
0.007800092,0.02864669,0.155491555,-0.18974866,0.161087062,0.155491555,-0.047286503,0.301925388,0.155491555,-0.122685328,0.529836664,0.155491555
-0.028148157,0.166080505,0.066639238,-0.167239088,0.161015277,0.066639238,-0.337527796,0.556402038,0.066639238,-0.194587636,0.529803319,0.066639238
-0.115983972,0.25799596,0,-0.241802046,0.161087062,0,-0.415795111,0.751044799,0,-0.20393816,0.518632717,0
-0.203480653,0.354480825,-0.044426159,-0.32234411,0.161158848,-0.044426159,-0.438623078,0.802511241,-0.044426159,-0.130101261,0.529769974,-0.044426159
2.591326112,-2.544634536,1.532702476,2.017244561,-2.355431682,1.532702476,0.699514128,-1.168221812,1.532702476,0.380630827,-0.058037113,1.532702476
0.986542031,-1.23461963,1.688194031,1.177356145,-2.210496397,1.688194031,0.676686162,-1.038659196,1.688194031,0.16427904,-0.048833871,1.688194031
-0.102079461,0.167662224,1.777046349,0.865387541,-1.657244173,1.777046349,0.820176239,-1.331254217,1.777046349,0.14880231,0.003417871,1.777046349
0.089192353,0.280052154,1.73262019,0.274862981,-0.309180917,1.73262019,0.738647786,-0.857430914,1.73262019,-0.053040043,0.351640551,1.73262019
-0.006443554,0.258874692,1.577128634,0.150005197,-0.154841708,1.577128634,0.213604547,-0.21532895,1.577128634,-0.073353251,0.529836664,1.577128634
-0.068505153,0.350526527,1.443850158,-0.10463434,0.161302419,1.443850158,-0.014675122,0.040675091,1.443850158,-0.139129353,0.528736276,1.443850158
-0.201784981,0.413004431,1.310571682,-0.233009245,0.161302419,1.310571682,-0.171209752,0.151909013,1.310571682,-0.157185538,0.529803319,1.310571682
-0.216367761,0.451053563,1.199506285,-0.264311618,0.158574564,1.199506285,-0.213604547,0.338250735,1.199506285,-0.228765414,0.335734948,1.199506285
-0.216706895,0.459489398,1.132867047,-0.389169402,0.161158848,1.132867047,-0.314699829,0.458914637,1.132867047,-0.257784283,-2.799302874,1.132867047
