S7_T,S7_H,S7_R,S7_P,S8_T,S8_H,S8_R,S8_P,S9_T,S9_H,S9_R,S9_P,S4_T,S4_H,S4_R,S4_P
-0.659497851,0.358849335,-0.540786253,0.512811677,-0.22507351,0.27016636,-0.359986968,0.649773286,-0.791936376,0.007048669,0.499187245,0.512811677,-0.839723844,1.198586343,-0.155265793,0.512811677
-0.825772679,0.2622703,0.269613781,0.615374013,-0.490767551,0.635010407,1.245310444,0.820766256,-0.538851525,0.007963408,1.302798145,0.615374013,-0.776463968,1.198765762,0.049306465,0.615374013
-0.970820932,0.175691648,1.332943304,0.581186568,-1.148360304,0.649532961,0.796428284,0.85496485,-0.346746174,0.008420778,0.869492895,0.581186568,-0.886658591,1.198658111,1.059570961,0.581186568
-0.93632775,0.019178815,0.499042184,0.546999123,-1.009892832,0.655904146,0.330896813,0.820766256,-1.10161658,0.007048669,0.433203545,0.546999123,-1.002392098,0.985113017,0.443047999,0.546999123
-1.14387647,0.175554656,0.288386539,0.546999123,-1.499383009,0.722145734,-0.631543423,0.68397188,-1.482240254,0.005905244,1.245078645,0.546999123,-1.28254298,1.197976317,0.697739232,0.546999123
-1.044524313,-0.007329047,1.716604564,0.06837489,-0.402373188,-0.129625511,0.209490645,0.068397188,-1.190495197,0.006476957,1.83452601,0.06837489,-1.106756318,1.011092961,0.959945629,0.06837489
0.074882635,-0.762563398,0.390463637,0.136749781,0.283832769,0.377820651,0.914120324,0.068397188,0.422073791,0.009678545,0.285595955,0.136749781,-0.635659727,0.491063469,2.027864026,0.136749781
0.829310441,-1.153126273,-0.711409685,0.239312116,0.910257567,0.748192638,1.232170935,0.136794376,1.31803402,-2.155510071,-0.08886637,0.239312116,-0.230738213,0.355924698,-0.112224397,0.239312116
1.016517028,-1.291076753,-0.634365335,0.410249342,1.722157243,-0.711370935,-0.837399034,0.307787346,1.141871021,-1.382440772,-0.389452929,0.410249342,0.267469754,0.013125793,-0.269769004,0.410249342
0.990573438,-1.053259442,-0.54548575,0.581186568,2.299019883,-1.254795555,-0.82969395,0.444581722,1.09165261,-1.142893342,-0.601471424,0.581186568,0.12200119,0.011833972,-0.252511228,0.581186568
1.170704501,-0.982160834,-0.852715323,0.683748903,1.548434216,0.300616878,-0.940099445,0.51297891,1.198067815,-1.181198062,-0.951232428,0.683748903,0.622832839,-0.204940673,-0.490297576,0.683748903
1.445765518,-1.388135257,-0.981864979,0.683748903,1.667485585,-0.887702855,-1.053246869,0.478780316,2.003156632,-3.608345228,-1.108680525,0.683748903,0.891322914,-0.289770215,-0.621962577,0.683748903
-0.208138347,0.499197165,-0.580101288,-0.102562335,-0.281788969,0.725706102,-0.36747784,-0.102595782,-0.222794381,0.008192093,-0.859532814,-0.102562335,-0.969158799,1.198729879,-0.100722978,-0.102562335
-0.181015503,0.499402653,-0.821934343,-0.06837489,-0.114708293,0.616459015,-0.656741489,-0.102595782,-0.250693498,0.008649463,-0.576819254,-0.06837489,-1.026879792,1.198622227,0.304754296,-0.06837489
-0.162442251,0.499060174,0.559414855,-0.06837489,-0.166825201,0.657778024,-0.55676653,-0.034198594,-0.314064351,0.007734724,0.104088997,-0.06837489,-1.009971622,1.198586343,0.312941364,-0.06837489
-0.1547771,0.499402653,0.025805785,-0.06837489,-0.334416827,0.902787573,-0.5261637,-0.068397188,-0.262650263,0.008878148,1.140845814,-0.06837489,-1.020466348,1.198514575,1.707927504,-0.06837489
-0.168633335,0.49960814,0.383972998,-0.06837489,-0.083029388,0.0099784,-0.337843912,-0.068397188,-0.284570998,0.008535121,-0.447295304,-0.06837489,-1.050492926,1.198478691,0.711208371,-0.06837489
-0.146227508,0.499471149,0.4322942,0.581186568,0.463687197,-0.333222355,0.033002019,0.34198594,-0.137104234,0.009221175,-0.498158398,0.581186568,-1.007639461,1.198622227,0.576556502,0.581186568
0.401830832,-0.419742073,1.795126517,0.683748903,0.54595016,0.456523527,-0.326401631,0.444581722,0.191308234,0.009678545,0.245774028,0.683748903,-0.695421361,1.199411673,0.910326348,0.683748903
0.245284851,0.412550018,-0.063812601,1.0598108,0.617483171,0.337157499,-0.283977526,0.889163444,0.231562675,0.009792888,0.371169388,1.0598108,-0.552284958,1.038149422,0.870421446,1.0598108
