S2_T,S2_H,S2_R,S2_P,S3_T,S3_H,S3_R,S3_P,S5_T,S5_H,S5_R,S5_P,S4_T,S4_H,S4_R,S4_P
-0.625446042,0.26920398,-0.006278276,0.205124671,-0.646645017,0.001173106,-0.036530662,0.205124671,-0.304811883,0.407094508,-0.022032549,0.205124671,-1.030086514,1.198693995,0.76561003,0.205124671
-0.710279621,0.268179092,1.374177177,0.170937226,-0.709388791,0.001246425,-0.069757212,0.170937226,-0.539051557,0.354642727,0.450191207,0.170937226,-1.224238946,1.198263388,0.948009448,0.170937226
-0.716085721,0.268520721,0.365619883,0.102562335,-0.758367349,0.000953149,0.511867141,0.102562335,-0.484996248,0.129786937,0.481602071,0.102562335,-1.395069765,1.198083968,2.656413509,0.102562335
-0.581255166,0.268606129,0.686952035,0.102562335,-0.75356553,0.001246425,0.660677314,0.102562335,-0.418928647,0.166877839,1.612220086,0.102562335,-1.349009578,1.198299272,2.828358888,0.102562335
-0.408362398,0.268776943,2.99949811,0.06837489,-0.555090326,0.001393064,0.377059792,0.06837489,-0.391900993,0.179428801,0.124098315,0.06837489,-1.139406577,1.198586343,2.23044598,0.06837489
-0.215148277,0.171241745,0.278298808,0.034187445,0.241051335,-0.433609388,0.823492546,0.034187445,0.172676683,-0.590925512,-0.500992389,0.034187445,-0.76363708,0.957482413,1.903999326,0.034187445
0.327399553,-0.285773007,1.131836347,0.034187445,0.67225472,-0.767211471,0.297379072,0.034187445,0.533045412,-0.760144949,0.862401566,0.034187445,-0.221409568,0.36744343,1.465813302,0.034187445
0.928008387,-1.096288797,-0.815543964,0.06837489,0.89217805,-0.793899638,-0.333433889,0.06837489,1.001524759,-1.315259632,-0.298010988,0.06837489,0.330729631,0.091101509,0.244483356,0.06837489
1.08219261,-1.231061602,-0.880330567,0.102562335,1.171003699,-1.365202369,-0.939205742,0.102562335,1.184712196,-1.508956566,-0.898840066,0.102562335,0.67647255,0.017252441,-0.557750552,0.102562335
1.504425137,-1.608732922,-0.933719733,0.136749781,1.533381005,-2.098100483,-1.00325057,0.136749781,1.476010252,-1.479670988,-0.957396258,0.136749781,1.215493341,-0.553768074,-0.621962577,0.136749781
-0.299014173,0.173291521,-0.528985268,0.239312116,-0.374862037,0.001026468,-0.81928589,0.239312116,-0.292799592,0.254609687,-0.57537126,0.239312116,-0.995978654,1.198765762,-0.174592921,0.239312116
-0.349978832,0.218728234,-0.1248383,0.136749781,-0.369740096,0.001759659,-0.504508285,0.136749781,-0.331839538,0.304563764,-0.431652321,0.136749781,-1.159229949,1.198622227,0.863583833,0.136749781
-0.339334315,0.234528594,0.397220857,0.06837489,-0.396630285,0.00168634,-0.58476985,0.06837489,-0.394904065,0.393856677,-0.027691083,0.06837489,-1.139406577,1.198586343,0.673595849,0.06837489
-0.371590428,0.244862884,0.414137589,0,-0.426081444,0.001466383,-0.040308387,0,-0.391900993,0.373063293,-0.353761642,0,-1.134742254,1.198658111,0.902415946,0
-0.399330686,0.211126979,1.692629008,0,-0.43728569,0.001759659,-0.020101694,0,-0.451962448,0.408280917,0.56417423,0,-1.130660972,1.198478691,0.492001023,0
-0.376428845,0.236663778,0.637132309,0.034187445,-0.384465676,0.001246425,-0.270380965,0.034187445,-0.370879483,0.367443459,0.778366618,0.034187445,-1.150484343,1.198550459,0.94251282,0.034187445
-0.291917828,0.116581038,2.112149338,0.034187445,-0.216081874,0.002126255,1.688526656,0.034187445,-0.208713555,0.053794297,0.45565433,0.034187445,-1.011137703,1.19883753,1.936674199,0.034187445
-0.132895188,-0.135029027,2.589901712,0.034187445,-0.079710203,-0.298848811,0.161041422,0.034187445,-0.007507682,-0.28377038,-0.077263969,0.034187445,-0.391365826,0.764893517,1.407589129,0.034187445
0.221922061,-0.730574507,-0.11415221,0.06837489,0.368779732,-1.075151855,-0.800173866,0.06837489,0.328836465,-0.836075146,-0.433994457,0.06837489,-0.219660447,0.142307836,-0.187782571,0.06837489
0.969941335,-1.350290268,-0.464849675,0.102562335,0.702026001,-1.511107456,-0.88839747,0.102562335,0.472983957,-0.958150422,-0.65211739,0.102562335,0.203918358,-0.045687921,-0.148120458,0.102562335
1.611515434,-2.117675345,-0.90186153,0.205124671,1.413335519,-2.081823634,-0.967072882,0.205124671,0.911432577,-1.486539674,-0.913618693,0.205124671,0.261639351,-0.177166534,-0.574073872,0.205124671
1.598935549,-2.637379095,-0.933719733,0.376061897,1.284326637,-2.374953552,-1.00325057,0.376061897,1.463997961,-1.884985882,-0.957396258,0.376061897,0.694838321,-0.37693221,-0.621962577,0.376061897
-0.405136786,0.049621673,-0.622162256,0.341874452,-0.373901673,0.001759659,-0.751838652,0.341874452,-0.343851829,0.367630787,-0.728246582,0.341874452,-1.130952492,1.198550459,-0.372827258,0.341874452
-0.415458743,-0.005722293,-0.326178207,0.307687006,-0.542605596,0.000953149,-0.48381681,0.307687006,-0.394904065,0.252549082,-0.032392104,0.307687006,-1.153399545,1.19837104,0.278950914,0.307687006
-0.372235551,0.116751853,0.118020162,0.239312116,-0.651766958,0.000659872,-0.078266587,0.239312116,-0.424934793,0.210213001,1.427543079,0.239312116,-1.354256941,1.198227504,0.592806422,0.239312116
-0.371912989,0.115299928,0.533669364,0.136749781,-0.641523076,0.001099787,-0.353437286,0.136749781,-0.367876411,0.262727225,-0.407175743,0.136749781,-1.267675451,1.198406923,0.410121868,0.136749781
-0.381912385,0.100609863,0.19083483,0.102562335,-0.874571379,0.000513234,0.14914751,0.102562335,-0.557069993,0.220890685,0.397019973,0.102562335,-1.306447633,1.198263388,1.944830213,0.102562335
-0.364816644,0.1904584,1.61332012,1.196560581,-0.600867672,0.001173106,1.093344048,1.196560581,-0.418928647,0.385302042,0.194580139,1.196560581,-1.198585171,1.198406923,1.135586481,1.196560581
-0.241598291,0.083784614,2.937055142,1.299122916,-0.20519775,-0.227509288,-0.438776774,1.299122916,-0.256762719,0.033250683,-0.110642897,1.299122916,-0.945837185,1.039261823,0.686201112,1.299122916
0.308045885,-0.361443923,2.95827489,2.017059265,0.020807884,0.002859446,-0.387389891,2.017059265,0.097599864,-0.222639078,-0.288701067,2.017059265,-0.69279768,0.704285608,0.04454385,2.017059265
0.676410701,-0.829305408,1.541420042,1.846122039,0.750044195,-1.043551306,-0.481138223,1.846122039,0.797315813,-1.04107419,0.997583851,1.846122039,-0.435093851,0.597853958,1.872058466,1.846122039
1.028002339,-1.124985668,-0.264389425,1.640997368,0.699785152,-1.225822686,-0.529989495,1.640997368,0.644159103,-1.070484653,-0.73905279,1.640997368,-0.056117632,0.07868568,-0.248265245,1.640997368
1.220893898,-2.020481776,-0.914580041,2.290558826,1.783075616,-2.216950808,-0.807298149,2.290558826,0.965487886,-1.529812393,-0.866650351,2.290558826,0.60767379,-0.245453597,-0.391601053,2.290558826
1.808277726,-2.2263135,-0.933719733,3.418744517,1.657908189,-2.469535242,-1.00325057,3.418744517,1.343875052,-1.745052023,-0.957396258,3.418744517,1.053699648,-0.50571953,-0.621962577,3.418744517
-0.811563817,0.150487758,-0.543583769,3.145244955,-0.502910555,0.001466383,-0.748266457,3.145244955,-0.515026975,0.380743732,-0.631864474,3.145244955,-1.217533982,1.19837104,-0.368776071,3.145244955
-0.742858295,0.195241211,0.211098705,2.187996491,-0.495227644,0.001393064,-0.326774281,2.187996491,-0.506017757,0.345026567,-0.149200207,2.187996491,-1.244936878,1.198550459,0.29593767,2.187996491
-0.705118642,0.227781413,0.593352685,0.99143591,-0.451050905,0.002052936,-0.220848318,0.99143591,-0.472983957,0.297445308,2.212959834,0.99143591,-1.28312602,1.198406923,2.341567085,0.99143591
-0.717053404,0.220265566,0.522036928,0.683748903,-0.554129962,0.000806511,1.867721708,0.683748903,-0.491002393,0.391858514,0.606642544,0.683748903,-1.222489825,1.198622227,0.493457756,0.683748903
-0.616091769,0.250585177,2.913250408,0.273499561,-0.550288507,0.001099787,-0.459454844,0.273499561,-0.548060775,0.40353528,0.115324378,0.273499561,-1.198585171,1.198406923,0.679024723,0.273499561
-0.32385138,0.247083475,2.783118285,0.034187445,-0.428002172,0.001393064,-0.254112846,0.034187445,-0.448959375,0.40328551,0.257840145,0.034187445,-1.189839566,1.198693995,1.131416722,0.034187445
-0.15063605,0.045436712,3.437014894,0.136749781,-0.198475203,0.002126255,-0.168603573,0.136749781,-0.073575282,-0.057041312,0.143731501,0.136749781,-0.882577309,1.162092416,0.423734987,0.136749781
0.019353668,0.096339495,0.491121895,1.162373136,0.162621618,-0.008431701,-0.585645585,1.162373136,0.121624446,-0.492578423,0.284762147,1.162373136,-0.439466653,0.50652943,0.97015688,1.162373136
0.610930791,-0.840066735,-0.123234593,4.136680865,0.5336422,-0.177358997,0.476603166,4.136680865,1.025549341,-1.129368022,-0.475466177,4.136680865,0.298662412,0.120346889,0.285966385,4.136680865
1.264762213,-1.854791509,-0.415734945,4.3,1.286567486,-1.40428147,-0.837055269,1.39298333,1.172699905,-1.644457,-0.724329995,1.39298333,0.584060657,-0.164104794,-0.249146061,0.1
1.654093503,-1.550655921,-0.838627823,3.845915292,1.179326852,-1.683847348,-0.935367699,3.845915292,1.271801306,-1.560659036,-0.90442881,3.845915292,0.88403491,-0.278395018,-0.585182877,0.13
2.205350484,-2.443760623,-0.933719733,3.504040841,1.516414577,-2.057335042,-1.00325057,3.504040841,1.445979525,-1.527127362,-0.957396258,3.504040841,1.220157664,-0.598012924,-0.621962577,0.13
-0.294175756,0.258784283,-0.355451425,0.769045227,-0.258337885,0.001832978,-0.73693105,1.769045227,-0.16967361,0.233254319,-0.494499173,1.769045227,-0.969450319,1.198658111,-0.009784408,0.1
-0.330302603,0.252634953,-0.67163266,3.375924066,-0.354694395,0.00168634,-0.604248253,2.375924066,-0.274781156,0.392857596,0.641763418,2.375924066,-0.957497992,1.198801646,0.167073211,0.8
-0.35223676,0.257417765,0.072303386,6.15374013,-0.430243021,0.001466383,-0.067252878,6.15374013,-0.319827247,0.354268071,0.317189146,6.15374013,-1.003558179,1.198801646,0.351883579,0.6
-0.352559321,0.257503173,0.679022417,4.273430646,-0.43984666,0.001246425,0.111991322,4.273430646,-0.376885629,0.376934734,2.913520916,4.273430646,-1.070316297,1.198514575,0.741599334,4.273430646
-0.362881278,0.260321615,0.25637724,3.1794324,-0.471538668,0.001539702,1.636212656,3.1794324,-0.403913284,0.386550894,2.294490733,3.1794324,-1.140281138,1.198406923,2.103591587,3.1794324
-0.295143439,0.257246951,0.688101624,-0.102562335,-0.415517442,0.001613021,0.095229485,-0.102562335,-0.403913284,0.421268977,0.545992666,-0.102562335,-1.142321779,1.198442807,3.319611231,-0.102562335
-0.11644457,0.269716424,2.728061899,-0.06837489,-0.184069745,0.001759659,0.446173607,-0.06837489,-0.157661319,0.291450819,-0.402416099,-0.06837489,-0.952542149,1.198945182,2.670783226,-0.06837489
-0.057093321,0.219240678,0.216452864,-0.06837489,0.18535023,0.003152723,1.138960461,-0.06837489,0.54205463,-0.576813485,1.664174191,-0.06837489,-0.41614504,0.662122024,2.139086764,-0.06837489
0.359978227,-0.056966705,1.122976261,-0.06837489,0.203917265,0.003299361,0.416016598,-0.06837489,0.644159103,-0.664295563,0.579137102,-0.06837489,-0.231321253,0.544386946,1.219026825,-0.06837489
1.181864001,-0.815469417,-0.807071308,-0.034187445,1.256155963,-1.232128132,-0.631675292,-0.034187445,1.040564705,-1.288034659,0.074584052,-0.034187445,0.750227153,-0.185276295,0.201196348,-0.034187445
1.807632604,-1.823361603,-0.860847904,0,1.204616435,-1.283891444,-0.932615389,0,1.659197689,-1.601746264,-0.733969322,0,0.564528806,0.000387008,-0.534414583,0
1.962139388,-1.848215143,-0.933719733,0.06837489,1.594844294,-1.909743615,-1.00325057,0.06837489,1.60514238,-1.742117221,-0.957396258,0.06837489,1.558029538,-0.663501043,-0.621962577,0.06837489
-0.169022035,0.1846507,-0.68841919,-0.06837489,-0.196554475,0.002052936,-0.684371308,-0.06837489,-0.232738137,0.414462734,-0.446358367,-0.06837489,-0.967118158,-2.382949922,-0.120033167,-0.06837489
-0.204826321,0.222144528,0.112739043,-0.06837489,-0.208719085,0.001759659,-0.123002797,-0.06837489,-0.277784229,0.408405802,-0.437729592,-0.06837489,-1.012012264,-2.382949922,0.097237517,-0.06837489
-0.314819668,0.233759928,-0.340859275,-0.06837489,-0.268901888,0.001906298,0.766225728,-0.06837489,-0.358867193,0.451990735,0.28835212,-0.06837489,-1.054865728,-2.382949922,1.323505112,-0.06837489
